model,year,transmission,mileage,fuelType,tax,mpg,engineSize,price
3 Series,2016,Semi-Auto,28762,Diesel,160,51.4,3.0,18998
1 Series,2016,Manual,37179,Diesel,30,65.7,2.0,12990
X7,2019,Semi-Auto,5283,Diesel,145,33.6,3.0,69995
5 Series,2019,Semi-Auto,1912,Diesel,145,65.7,2.0,31995
3 Series,2007,Manual,130000,Petrol,200,44.8,2.0,3495
3 Series,2019,Manual,3367,Diesel,150,54.3,2.0,27975
2 Series,2020,Manual,1580,Petrol,150,43.5,1.5,27998
X1,2010,Manual,87300,Diesel,165,49.6,2.0,6495
1 Series,2013,Manual,57000,Diesel,30,65.7,2.0,8999
3 Series,2015,Semi-Auto,23503,Diesel,160,51.4,3.0,19641
3 Series,2019,Semi-Auto,4255,Diesel,145,49.6,2.0,34995
3 Series,2017,Semi-Auto,33000,Diesel,145,60.1,2.0,18000
1 Series,2019,Manual,7830,Petrol,145,41.5,1.5,25323
Z4,2020,Semi-Auto,13,Petrol,145,38.7,2.0,29490
3 Series,2019,Semi-Auto,7944,Diesel,145,55.4,2.0,22312
1 Series,2016,Manual,33149,Diesel,0,78.5,1.5,11125
3 Series,2019,Semi-Auto,1000,Diesel,145,62.8,2.0,23980
X1,2016,Semi-Auto,52889,Diesel,125,57.6,2.0,18211
3 Series,2017,Automatic,15873,Diesel,145,54.3,3.0,19299
1 Series,2017,Automatic,29828,Diesel,20,67.3,2.0,15000
X5,2016,Automatic,36631,Diesel,235,42.8,3.0,36995
5 Series,2015,Semi-Auto,31322,Diesel,145,53.3,3.0,16998
1 Series,2017,Manual,62495,Diesel,145,78.5,1.5,11099
X5,2014,Automatic,58577,Diesel,200,45.6,3.0,23557
X1,2016,Automatic,17151,Diesel,30,65.7,2.0,17500
2 Series,2017,Semi-Auto,15336,Petrol,125,48.7,2.0,17495
3 Series,2019,Automatic,22310,Diesel,145,64.2,2.0,17800
X5,2016,Automatic,17303,Diesel,205,47.9,3.0,26900
1 Series,2017,Manual,38664,Diesel,0,83.1,1.5,10700
M4,2016,Semi-Auto,32866,Petrol,300,34.0,3.0,30485
2 Series,2019,Semi-Auto,6050,Petrol,150,50.4,1.5,20840
2 Series,2017,Manual,14143,Diesel,150,74.3,1.5,15261
5 Series,2016,Manual,89823,Diesel,30,62.8,2.0,11000
X5,2019,Automatic,9740,Diesel,145,37.7,3.0,44850
2 Series,2018,Automatic,19234,Diesel,145,47.1,2.0,19990
1 Series,2017,Semi-Auto,29934,Petrol,145,39.8,3.0,20990
2 Series,2017,Semi-Auto,25223,Petrol,200,39.8,3.0,21890
1 Series,2017,Manual,17000,Diesel,145,65.7,2.0,15980
i8,2015,Automatic,43102,Hybrid,0,134.5,1.5,42890
5 Series,2015,Automatic,76096,Diesel,125,60.1,2.0,12899
X1,2016,Semi-Auto,28813,Diesel,145,55.4,2.0,18498
3 Series,2016,Automatic,19786,Diesel,30,67.3,2.0,14400
3 Series,2019,Automatic,9991,Diesel,150,43.5,3.0,40000
3 Series,2019,Semi-Auto,4618,Diesel,150,52.3,2.0,31450
1 Series,2017,Manual,37842,Diesel,145,68.9,2.0,12000
1 Series,2016,Manual,24678,Diesel,30,65.7,2.0,14000
5 Series,2019,Semi-Auto,5682,Diesel,145,62.8,2.0,27440
3 Series,2019,Semi-Auto,3000,Diesel,145,62.8,2.0,25560
3 Series,2018,Semi-Auto,4807,Diesel,145,64.2,2.0,19998
X3,2020,Semi-Auto,2479,Diesel,145,54.3,2.0,36853
7 Series,2016,Semi-Auto,18190,Petrol,200,40.4,3.0,33000
X2,2020,Semi-Auto,1121,Petrol,145,34.0,2.0,31000
1 Series,2017,Semi-Auto,43260,Petrol,145,55.5,1.5,14066
M4,2020,Semi-Auto,5,Petrol,145,34.0,3.0,59995
1 Series,2018,Manual,27500,Diesel,150,62.8,2.0,16991
4 Series,2018,Semi-Auto,8018,Petrol,145,44.1,2.0,19991
3 Series,2019,Semi-Auto,7165,Petrol,145,41.5,2.0,28013
5 Series,2019,Semi-Auto,2019,Petrol,150,48.7,2.0,31490
X3,2019,Automatic,4250,Petrol,145,30.4,2.0,32850
5 Series,2017,Automatic,54678,Diesel,125,60.1,2.0,16490
X3,2012,Automatic,98123,Diesel,160,50.4,2.0,8799
2 Series,2019,Semi-Auto,4488,Petrol,145,39.8,1.5,22050
1 Series,2019,Semi-Auto,6879,Petrol,145,39.8,3.0,27994
4 Series,2017,Manual,21869,Petrol,150,46.3,2.0,17000
1 Series,2017,Manual,20790,Diesel,145,70.6,1.5,14498
X1,2016,Automatic,32123,Diesel,125,57.6,2.0,17410
X1,2019,Semi-Auto,9708,Petrol,145,46.3,1.5,24485
3 Series,2020,Manual,13,Diesel,145,56.5,2.0,23990
4 Series,2019,Semi-Auto,2403,Diesel,145,60.1,2.0,32990
X3,2017,Automatic,35428,Diesel,145,54.3,2.0,21800
1 Series,2018,Manual,20100,Petrol,150,37.2,1.5,16980
1 Series,2015,Manual,59828,Diesel,20,72.4,1.5,8999
4 Series,2020,Semi-Auto,102,Diesel,145,65.7,2.0,42520
1 Series,2014,Manual,53832,Petrol,300,35.3,3.0,13999
5 Series,2019,Automatic,999,Diesel,145,65.7,2.0,30995
3 Series,2014,Manual,67232,Diesel,125,57.6,2.0,11128
1 Series,2015,Automatic,38573,Diesel,20,68.9,1.5,12270
3 Series,2015,Manual,31828,Petrol,200,43.5,2.0,14952
X3,2019,Semi-Auto,105,Diesel,145,54.3,2.0,34440
X5,2015,Automatic,60749,Diesel,205,47.1,3.0,23990
X6,2020,Semi-Auto,1365,Diesel,145,34.9,3.0,55985
3 Series,2015,Semi-Auto,33836,Diesel,125,60.1,2.0,15981
X2,2019,Manual,151,Diesel,150,53.3,2.0,25907
1 Series,2016,Automatic,68949,Petrol,200,43.5,2.0,12999
1 Series,2016,Semi-Auto,38478,Petrol,200,39.8,3.0,18951
4 Series,2019,Semi-Auto,9212,Petrol,145,45.6,2.0,25285
3 Series,2014,Semi-Auto,33287,Diesel,145,55.4,2.0,14972
1 Series,2017,Manual,19454,Diesel,145,72.4,1.5,12400
8 Series,2019,Semi-Auto,8200,Petrol,145,26.7,4.4,72990
2 Series,2017,Semi-Auto,19760,Diesel,150,68.9,2.0,14999
X2,2019,Manual,8100,Diesel,145,53.3,2.0,23633
3 Series,2016,Semi-Auto,19060,Diesel,145,53.3,3.0,19400
3 Series,2015,Automatic,75800,Diesel,145,55.4,2.0,14000
M5,2019,Semi-Auto,551,Petrol,145,24.1,4.4,81140
6 Series,2017,Semi-Auto,9769,Diesel,145,51.4,3.0,29875
5 Series,2019,Automatic,23000,Diesel,150,65.7,2.0,25450
5 Series,2016,Manual,51780,Diesel,125,60.1,2.0,13119
X3,2019,Semi-Auto,3017,Petrol,145,24.8,3.0,58994
4 Series,2016,Automatic,44675,Diesel,125,58.9,2.0,19290
i8,2017,Automatic,17580,Hybrid,0,134.5,1.5,52495
1 Series,2016,Manual,22842,Diesel,20,68.9,2.0,11991
1 Series,2017,Manual,11185,Diesel,145,72.4,1.5,12400
4 Series,2019,Semi-Auto,8215,Diesel,150,50.4,3.0,30980
X4,2014,Manual,44678,Diesel,160,52.3,2.0,16700
4 Series,2017,Automatic,26498,Diesel,145,65.7,2.0,18850
5 Series,2016,Automatic,100170,Diesel,20,68.9,2.0,11000
X1,2017,Semi-Auto,33534,Diesel,150,55.4,2.0,17998
1 Series,2020,Semi-Auto,102,Petrol,145,34.5,2.0,33995
2 Series,2020,Semi-Auto,10,Petrol,145,50.4,1.5,20980
1 Series,2015,Manual,58918,Diesel,0,83.1,1.5,8999
1 Series,2017,Manual,23274,Diesel,20,72.4,1.5,11800
3 Series,2019,Automatic,7834,Diesel,145,49.6,2.0,31489
1 Series,2017,Manual,16002,Petrol,145,52.3,1.5,15214
4 Series,2016,Manual,43000,Diesel,30,67.3,2.0,13999
5 Series,2018,Automatic,31905,Diesel,145,68.9,2.0,19999
6 Series,2016,Semi-Auto,19366,Petrol,260,36.7,3.0,22798
5 Series,2020,Semi-Auto,102,Petrol,145,52.3,2.0,26990
5 Series,2017,Automatic,38538,Diesel,125,60.1,2.0,16000
5 Series,2016,Semi-Auto,8392,Petrol,200,43.5,2.0,18496
4 Series,2015,Manual,38974,Petrol,200,42.8,2.0,14750
3 Series,2011,Manual,67869,Diesel,125,60.1,2.0,8470
4 Series,2017,Automatic,26800,Diesel,30,65.7,2.0,16507
5 Series,2019,Semi-Auto,3979,Diesel,145,65.7,2.0,26800
3 Series,2013,Automatic,102000,Diesel,30,62.8,2.0,8980
1 Series,2014,Automatic,59198,Petrol,235,37.7,3.0,14450
3 Series,2015,Automatic,24741,Diesel,30,62.8,2.0,13400
1 Series,2016,Manual,24528,Diesel,20,68.9,0.0,12400
X2,2019,Semi-Auto,6659,Diesel,150,58.9,2.0,26940
M5,2019,Semi-Auto,16529,Petrol,145,26.9,4.4,58991
5 Series,2019,Automatic,10654,Diesel,145,60.1,2.0,30000
3 Series,2019,Semi-Auto,27000,Petrol,150,47.9,2.0,21590
1 Series,2019,Semi-Auto,1129,Diesel,145,60.1,2.0,31723
M4,2015,Semi-Auto,35000,Petrol,330,32.5,3.0,28995
3 Series,2015,Semi-Auto,81455,Diesel,200,49.6,3.0,14998
3 Series,2017,Manual,9601,Diesel,145,64.2,2.0,17600
1 Series,2014,Automatic,17408,Diesel,20,67.3,2.0,11250
1 Series,2019,Manual,9943,Diesel,145,78.5,1.5,15750
1 Series,2016,Manual,56121,Petrol,125,52.3,1.5,11000
3 Series,2008,Automatic,98630,Petrol,240,39.2,3.0,6985
4 Series,2019,Semi-Auto,3986,Diesel,145,51.4,3.0,34360
X4,2020,Semi-Auto,101,Diesel,145,42.8,2.0,41904
1 Series,2017,Manual,15512,Petrol,150,53.3,1.5,13888
8 Series,2020,Semi-Auto,3000,Diesel,145,40.4,3.0,63000
5 Series,2017,Semi-Auto,26002,Diesel,145,68.9,2.0,22490
7 Series,2016,Automatic,26093,Diesel,145,53.3,3.0,26149
3 Series,2014,Manual,51000,Diesel,125,57.6,2.0,13695
3 Series,2016,Manual,52713,Diesel,30,64.2,2.0,13999
1 Series,2019,Manual,3000,Petrol,145,41.5,1.5,22871
3 Series,2013,Manual,78650,Petrol,125,53.3,1.6,7550
X4,2019,Automatic,155,Diesel,145,40.9,3.0,39500
X3,2016,Automatic,9000,Diesel,145,54.3,2.0,22950
3 Series,2018,Semi-Auto,7298,Diesel,145,51.4,3.0,24888
3 Series,2019,Manual,4398,Diesel,145,54.3,2.0,27480
1 Series,2014,Automatic,71700,Diesel,125,60.1,2.0,11000
3 Series,2017,Manual,17170,Diesel,150,60.1,2.0,17650
7 Series,2020,Semi-Auto,5000,Diesel,145,42.2,3.0,52999
5 Series,2018,Semi-Auto,12,Diesel,145,49.6,2.0,30990
1 Series,2018,Manual,13856,Petrol,145,53.3,1.5,15990
3 Series,2019,Semi-Auto,10707,Diesel,150,52.3,2.0,26898
6 Series,2015,Automatic,40517,Petrol,260,36.2,3.0,20000
3 Series,2015,Semi-Auto,23338,Petrol,205,41.5,3.0,19995
2 Series,2019,Automatic,7561,Petrol,145,47.9,2.0,23490
3 Series,2016,Semi-Auto,20756,Diesel,30,64.2,2.0,16995
2 Series,2018,Semi-Auto,42912,Petrol,150,47.9,2.0,20952
1 Series,2019,Automatic,7314,Diesel,145,65.7,2.0,21490
3 Series,2020,Semi-Auto,9,Petrol,145,33.6,3.0,41555
X1,2019,Semi-Auto,2400,Diesel,150,60.1,2.0,26000
3 Series,2019,Automatic,4830,Diesel,145,43.5,3.0,41490
2 Series,2016,Manual,14395,Petrol,145,47.1,1.5,15000
2 Series,2015,Automatic,39132,Petrol,125,53.3,1.5,12405
3 Series,2017,Semi-Auto,40010,Diesel,150,49.6,3.0,23990
1 Series,2017,Automatic,26213,Petrol,145,47.9,2.0,17160
4 Series,2015,Semi-Auto,34802,Petrol,235,39.2,3.0,17495
Z4,2020,Semi-Auto,10,Petrol,145,38.7,2.0,33490
X2,2019,Automatic,123,Petrol,145,38.7,2.0,26972
5 Series,2017,Semi-Auto,17231,Diesel,145,53.3,3.0,23498
1 Series,2019,Semi-Auto,1705,Diesel,145,51.4,2.0,25000
1 Series,2019,Manual,101,Petrol,145,53.3,1.5,16380
1 Series,2017,Manual,18942,Petrol,145,53.3,1.5,12900
5 Series,2013,Automatic,56000,Diesel,125,57.6,2.0,11990
3 Series,2009,Automatic,123300,Petrol,200,44.1,2.0,3695
3 Series,2018,Semi-Auto,21010,Diesel,150,62.8,2.0,18995
5 Series,2019,Semi-Auto,10656,Diesel,150,65.7,2.0,26490
3 Series,2020,Semi-Auto,100,Diesel,145,47.9,3.0,37950
3 Series,2017,Manual,16570,Diesel,125,58.9,2.0,16500
3 Series,2017,Semi-Auto,39664,Diesel,145,49.6,3.0,19830
1 Series,2015,Manual,35000,Petrol,125,50.4,1.6,9490
5 Series,2019,Semi-Auto,9848,Petrol,150,48.7,2.0,29995
3 Series,2020,Semi-Auto,2500,Petrol,145,33.6,3.0,45000
5 Series,2019,Semi-Auto,7106,Diesel,145,65.7,2.0,26350
X4,2017,Automatic,53888,Diesel,145,47.9,3.0,23299
2 Series,2015,Automatic,24322,Petrol,125,50.4,2.0,14145
4 Series,2016,Semi-Auto,22566,Diesel,145,55.4,3.0,18500
5 Series,2019,Semi-Auto,12182,Diesel,145,65.7,2.0,27780
3 Series,2015,Manual,34637,Petrol,200,41.5,2.0,13675
5 Series,2017,Semi-Auto,23310,Diesel,160,51.4,2.0,22993
X5,2016,Automatic,34000,Diesel,200,47.9,3.0,24990
2 Series,2017,Manual,30310,Petrol,125,52.3,1.5,15995
2 Series,2019,Manual,5500,Petrol,145,42.2,1.5,21950
1 Series,2014,Manual,45400,Diesel,30,64.2,2.0,11200
1 Series,2019,Semi-Auto,5963,Petrol,145,54.3,1.5,19999
4 Series,2017,Automatic,13940,Diesel,145,49.6,3.0,23000
1 Series,2020,Semi-Auto,3150,Petrol,150,34.5,2.0,31990
3 Series,2019,Semi-Auto,19470,Diesel,145,51.4,3.0,25000
X3,2015,Semi-Auto,15712,Diesel,145,54.3,2.0,22202
2 Series,2019,Manual,123,Diesel,145,51.4,2.0,20638
1 Series,2015,Manual,43000,Diesel,30,65.7,2.0,9490
3 Series,2013,Semi-Auto,37603,Diesel,30,62.8,2.0,12480
3 Series,2017,Automatic,64218,Diesel,30,64.2,2.0,14650
3 Series,2017,Automatic,42205,Diesel,150,62.8,2.0,16500
4 Series,2019,Semi-Auto,6100,Petrol,145,45.6,2.0,23591
3 Series,2018,Semi-Auto,23501,Petrol,145,46.3,2.0,20000
Z4,2019,Semi-Auto,10018,Petrol,150,37.2,2.0,33991
5 Series,2016,Automatic,72095,Diesel,30,62.8,2.0,13499
X5,2014,Automatic,47683,Diesel,200,49.6,2.0,21499
5 Series,2017,Automatic,62352,Diesel,145,65.7,2.0,18900
M3,2015,Semi-Auto,16517,Petrol,305,34.0,3.0,31000
3 Series,2019,Semi-Auto,10629,Diesel,145,57.7,2.0,23498
X1,2020,Semi-Auto,3530,Diesel,145,40.9,2.0,30495
X1,2017,Manual,18000,Diesel,20,68.9,2.0,15400
X6,2013,Automatic,70650,Diesel,325,36.7,3.0,19795
X1,2017,Semi-Auto,6147,Diesel,145,60.1,2.0,23680
3 Series,2019,Semi-Auto,3523,Diesel,145,48.7,2.0,30962
4 Series,2017,Semi-Auto,17056,Diesel,150,65.7,2.0,20995
4 Series,2015,Automatic,70381,Diesel,145,55.4,3.0,13975
3 Series,2017,Automatic,27232,Other,135,134.5,2.0,18400
1 Series,2017,Automatic,24229,Diesel,125,60.1,2.0,17985
8 Series,2019,Semi-Auto,3185,Petrol,145,24.4,4.4,84898
1 Series,2010,Manual,117454,Diesel,30,62.8,2.0,2450
3 Series,2018,Automatic,23830,Diesel,145,60.1,2.0,19495
3 Series,2016,Semi-Auto,51741,Diesel,30,62.8,2.0,14950
1 Series,2019,Manual,7169,Diesel,145,72.4,1.5,16450
2 Series,2015,Semi-Auto,13642,Diesel,125,57.6,2.0,18012
3 Series,2016,Automatic,45853,Diesel,200,49.6,3.0,24495
3 Series,2015,Automatic,66355,Diesel,125,60.1,2.0,14000
X3,2020,Automatic,2789,Diesel,145,54.3,2.0,37999
X3,2013,Semi-Auto,54150,Diesel,165,50.4,2.0,15000
X1,2013,Manual,72565,Diesel,125,57.6,2.0,8750
1 Series,2018,Semi-Auto,17063,Petrol,145,36.7,2.0,17498
X3,2019,Semi-Auto,4186,Diesel,145,54.3,2.0,35362
3 Series,2018,Automatic,8482,Petrol,145,41.5,3.0,26750
X5,2015,Automatic,80600,Diesel,200,47.1,3.0,21500
5 Series,2019,Automatic,6499,Hybrid,135,156.9,2.0,27489
3 Series,2017,Semi-Auto,16363,Petrol,145,41.5,3.0,25490
1 Series,2017,Automatic,24693,Petrol,145,54.3,1.5,15595
3 Series,2010,Manual,80000,Petrol,165,44.8,2.0,5290
1 Series,2016,Manual,40000,Petrol,125,52.3,1.5,14250
5 Series,2016,Automatic,30767,Diesel,30,62.8,2.0,15699
3 Series,2013,Manual,50139,Diesel,30,62.8,2.0,9200
4 Series,2016,Automatic,20444,Diesel,30,65.7,2.0,17600
X3,2019,Automatic,2209,Petrol,145,24.8,3.0,54000
3 Series,2015,Automatic,31047,Diesel,160,51.4,3.0,18499
X3,2019,Semi-Auto,21767,Petrol,150,34.5,3.0,35990
3 Series,2019,Automatic,123,Diesel,145,50.4,2.0,34370
3 Series,2018,Semi-Auto,7509,Diesel,145,62.8,2.0,21875
3 Series,2013,Manual,78090,Diesel,145,56.5,2.0,10500
1 Series,2019,Manual,1501,Petrol,145,41.5,1.5,24995
X7,2019,Automatic,3980,Diesel,145,31.4,3.0,69880
3 Series,2016,Semi-Auto,34860,Petrol,125,54.3,1.5,13798
1 Series,2017,Semi-Auto,23400,Petrol,145,54.3,1.5,16395
1 Series,2012,Manual,58000,Diesel,30,62.8,2.0,6990
3 Series,2018,Semi-Auto,17892,Diesel,145,60.1,2.0,20000
X1,2017,Automatic,36983,Diesel,145,57.6,2.0,19085
5 Series,2014,Automatic,40267,Diesel,200,48.7,3.0,17080
2 Series,2016,Automatic,68945,Diesel,20,68.9,1.5,11999
Z4,2020,Semi-Auto,603,Petrol,145,38.7,2.0,33993
X2,2019,Semi-Auto,8592,Diesel,145,58.9,2.0,27990
3 Series,2020,Automatic,100,Diesel,145,50.4,2.0,34900
1 Series,2020,Manual,1501,Diesel,145,57.7,1.5,23995
2 Series,2019,Manual,110,Petrol,145,42.8,1.5,19943
1 Series,2012,Manual,75900,Diesel,30,62.8,2.0,6795
3 Series,2017,Semi-Auto,62576,Diesel,20,70.6,2.0,12998
2 Series,2019,Automatic,2231,Petrol,145,50.4,2.0,23447
5 Series,2019,Semi-Auto,1499,Petrol,145,47.9,2.0,29140
4 Series,2019,Automatic,8509,Diesel,145,65.7,2.0,23500
1 Series,2016,Automatic,21748,Diesel,20,67.3,2.0,15100
1 Series,2019,Manual,6553,Petrol,150,44.1,1.5,20980
5 Series,2017,Semi-Auto,43169,Petrol,145,48.7,2.0,18980
X1,2018,Automatic,8493,Petrol,145,44.8,2.0,24995
3 Series,2020,Semi-Auto,2000,Diesel,145,52.3,2.0,34875
5 Series,2019,Semi-Auto,7657,Hybrid,150,49.6,2.0,27241
X3,2016,Automatic,80895,Diesel,145,54.3,2.0,16000
5 Series,2019,Automatic,6500,Hybrid,135,156.9,2.0,38995
1 Series,2016,Manual,68810,Diesel,0,83.1,1.5,8500
X3,2017,Automatic,75786,Diesel,145,54.3,2.0,17500
4 Series,2019,Semi-Auto,4963,Petrol,150,45.6,2.0,25980
3 Series,2017,Automatic,78345,Diesel,0,74.3,2.0,10900
4 Series,2019,Automatic,123,Diesel,145,65.7,2.0,29361
4 Series,2017,Automatic,36207,Diesel,145,65.7,2.0,18790
3 Series,2019,Automatic,4567,Diesel,145,52.3,2.0,28260
X5,2019,Semi-Auto,10,Diesel,145,37.7,3.0,58898
3 Series,2010,Automatic,41500,Petrol,200,41.5,2.0,7995
X3,2019,Semi-Auto,5656,Diesel,150,36.7,3.0,38990
M5,2014,Automatic,55241,Petrol,555,28.5,4.4,23490
1 Series,2019,Manual,3602,Petrol,145,41.5,1.5,24850
3 Series,2009,Manual,70000,Petrol,165,47.9,2.0,4675
3 Series,2012,Automatic,85000,Diesel,20,68.9,2.0,7999
X1,2017,Automatic,40243,Diesel,150,60.1,2.0,15500
4 Series,2016,Automatic,27203,Diesel,125,58.9,2.0,17995
5 Series,2016,Semi-Auto,37390,Diesel,20,68.9,2.0,15122
3 Series,2013,Manual,63969,Diesel,30,62.8,2.0,8992
X2,2019,Automatic,123,Diesel,145,48.7,2.0,29770
3 Series,2015,Automatic,78957,Diesel,30,62.8,2.0,12600
5 Series,2018,Semi-Auto,28502,Diesel,145,65.7,2.0,24595
3 Series,2016,Manual,47274,Petrol,200,41.5,2.0,13998
3 Series,2016,Manual,47546,Diesel,30,67.3,2.0,12600
2 Series,2017,Manual,19029,Petrol,150,52.3,1.5,13300
5 Series,2019,Semi-Auto,13098,Hybrid,135,156.9,2.0,30494
3 Series,2017,Automatic,26916,Diesel,125,57.6,2.0,20950
1 Series,2016,Manual,17000,Diesel,20,72.4,1.5,10490
2 Series,2017,Manual,10511,Diesel,150,68.9,2.0,14600
5 Series,2016,Automatic,74322,Diesel,30,62.8,2.0,14079
X4,2016,Automatic,20737,Diesel,145,54.3,2.0,21900
5 Series,2014,Automatic,41522,Diesel,30,62.8,2.0,13500
3 Series,2019,Semi-Auto,8000,Petrol,150,44.8,2.0,24300
5 Series,2019,Semi-Auto,6891,Diesel,145,65.7,2.0,27802
1 Series,2020,Semi-Auto,6870,Diesel,145,48.7,2.0,32990
3 Series,2019,Automatic,1683,Petrol,145,34.9,3.0,40406
5 Series,2017,Semi-Auto,24172,Hybrid,135,156.9,2.0,23895
4 Series,2015,Semi-Auto,21803,Diesel,165,49.6,3.0,19898
3 Series,2014,Semi-Auto,54335,Diesel,30,62.8,2.0,11891
5 Series,2014,Automatic,20741,Diesel,30,62.8,2.0,14750
3 Series,2019,Manual,4725,Diesel,145,54.3,2.0,24450
X3,2013,Semi-Auto,30400,Diesel,165,50.4,2.0,13690
3 Series,2018,Semi-Auto,17686,Diesel,145,64.2,2.0,19498
1 Series,2014,Semi-Auto,44900,Diesel,30,64.2,2.0,10600
5 Series,2013,Automatic,92000,Diesel,125,57.6,2.0,11550
4 Series,2017,Automatic,27000,Petrol,150,48.7,2.0,17000
1 Series,2015,Manual,42410,Diesel,30,65.7,2.0,10998
2 Series,2019,Semi-Auto,1415,Diesel,145,49.6,2.0,24240
X5,2020,Semi-Auto,9998,Diesel,145,37.7,3.0,48975
3 Series,2013,Automatic,69172,Diesel,20,68.9,2.0,8999
4 Series,2015,Automatic,24421,Petrol,260,36.7,3.0,21491
1 Series,2016,Manual,38810,Petrol,125,53.3,1.5,11000
1 Series,2020,Semi-Auto,150,Petrol,145,42.8,1.5,28875
X1,2016,Semi-Auto,35900,Diesel,125,60.1,2.0,16950
3 Series,2019,Automatic,123,Petrol,145,42.2,2.0,31790
3 Series,2015,Automatic,33330,Diesel,125,60.1,2.0,13960
X1,2019,Semi-Auto,9027,Diesel,145,50.4,2.0,26480
1 Series,2020,Manual,1905,Petrol,145,44.1,1.5,21450
1 Series,2020,Automatic,2047,Diesel,145,51.4,2.0,27445
5 Series,2020,Semi-Auto,9,Petrol,150,36.2,2.0,27990
X1,2011,Manual,92000,Diesel,145,54.3,2.0,6990
X2,2020,Semi-Auto,10,Diesel,145,58.9,2.0,28995
4 Series,2020,Semi-Auto,10,Diesel,145,60.1,2.0,31450
5 Series,2017,Automatic,35431,Diesel,145,65.7,2.0,20999
5 Series,2019,Semi-Auto,7460,Diesel,145,65.7,2.0,26350
3 Series,2019,Automatic,123,Diesel,145,47.9,3.0,35250
1 Series,2016,Manual,23114,Diesel,20,68.9,2.0,12741
1 Series,2018,Automatic,8604,Petrol,145,37.2,1.5,15500
1 Series,2016,Manual,24820,Diesel,0,78.5,1.5,11399
8 Series,2020,Semi-Auto,1501,Petrol,145,31.7,3.0,59995
2 Series,2020,Semi-Auto,2200,Petrol,145,50.4,2.0,24995
1 Series,2015,Manual,36383,Petrol,125,53.3,1.5,10500
M4,2017,Semi-Auto,27806,Petrol,145,34.0,3.0,36820
3 Series,2014,Manual,99920,Diesel,125,58.9,2.0,8000
3 Series,2013,Automatic,35688,Diesel,125,58.9,2.0,13999
3 Series,2019,Semi-Auto,3965,Petrol,145,40.9,2.0,31450
4 Series,2017,Semi-Auto,21950,Diesel,145,65.7,2.0,18700
X5,2017,Automatic,19094,Diesel,150,42.8,3.0,38990
4 Series,2016,Automatic,35376,Diesel,30,65.7,2.0,15500
3 Series,2019,Semi-Auto,4063,Diesel,145,62.8,2.0,23980
X1,2016,Semi-Auto,32603,Diesel,125,60.1,2.0,19572
5 Series,2017,Automatic,16403,Diesel,145,65.7,2.0,22312
3 Series,2016,Automatic,45759,Diesel,145,56.5,3.0,16100
1 Series,2019,Manual,7879,Petrol,145,44.1,1.5,20875
5 Series,2013,Automatic,38000,Petrol,200,43.5,2.0,14490
X2,2020,Semi-Auto,101,Diesel,145,50.4,2.0,28279
3 Series,2017,Semi-Auto,13350,Petrol,145,51.4,2.0,17980
3 Series,2017,Semi-Auto,28243,Diesel,145,60.1,2.0,19995
3 Series,2018,Automatic,18506,Diesel,145,64.2,2.0,17799
5 Series,2019,Semi-Auto,1792,Diesel,145,62.8,2.0,28395
4 Series,2016,Automatic,62046,Diesel,30,65.7,2.0,15750
1 Series,2014,Manual,69190,Diesel,30,65.7,1.6,8149
X2,2019,Semi-Auto,4497,Petrol,150,34.0,2.0,36981
3 Series,2016,Automatic,28702,Hybrid,0,134.5,2.0,17850
3 Series,2020,Semi-Auto,23,Petrol,145,42.2,2.0,23850
3 Series,2015,Automatic,35697,Diesel,30,62.8,2.0,13875
2 Series,2019,Manual,123,Petrol,145,52.3,1.5,22646
1 Series,2018,Manual,19995,Petrol,145,37.7,1.5,14000
3 Series,2015,Manual,32082,Petrol,125,52.3,1.5,12498
1 Series,2018,Manual,12879,Petrol,145,53.3,1.5,16275
2 Series,2019,Semi-Auto,2164,Diesel,145,49.6,2.0,23500
4 Series,2016,Automatic,45856,Diesel,30,65.7,2.0,15500
4 Series,2019,Semi-Auto,9654,Diesel,150,65.7,2.0,21990
4 Series,2019,Automatic,4500,Diesel,145,58.9,2.0,29995
1 Series,2016,Manual,58719,Diesel,20,72.4,1.5,9400
1 Series,2017,Semi-Auto,27150,Petrol,145,39.8,3.0,21140
2 Series,2019,Manual,1900,Petrol,145,42.8,1.5,19980
2 Series,2018,Manual,11198,Petrol,145,42.2,1.5,16419
3 Series,2014,Automatic,83000,Diesel,125,60.1,2.0,10490
1 Series,2020,Semi-Auto,1500,Petrol,145,34.5,2.0,30440
X1,2017,Semi-Auto,25610,Petrol,160,44.8,2.0,20092
5 Series,2015,Semi-Auto,80582,Diesel,30,62.8,2.0,12393
i3,2017,Automatic,26965,Hybrid,140,470.8,0.0,19980
2 Series,2019,Automatic,9181,Hybrid,135,148.7,1.5,21450
1 Series,2015,Manual,91000,Diesel,0,74.3,1.6,7495
4 Series,2017,Manual,27599,Diesel,150,62.8,2.0,16488
4 Series,2019,Manual,5303,Diesel,150,62.8,2.0,27591
X3,2016,Semi-Auto,44414,Diesel,145,54.3,2.0,20695
3 Series,2017,Automatic,22300,Diesel,205,49.6,3.0,26995
3 Series,2013,Manual,65001,Diesel,20,68.9,2.0,8399
1 Series,2019,Automatic,1555,Petrol,145,54.3,1.5,19850
3 Series,2017,Automatic,15000,Diesel,145,51.4,3.0,21000
